index,discriptions,mapped_rating
10907,chưa đeo nên k biết có bền k,0
10909,giầy chất liệu đế cao su chất liệu da rất tuyệt ổn với giá tiền giao hàng nhanh từ hà nội vào sài gòn ai ở sài gòn có thể tin tưởng chọn mua thanks shop,0
10910,che khuyết điểm giờ sẽ chỉ dùng em này ủng hộ shop,0
10911,chất lượng sản phẩm rất kém đóng gói sản phẩm rất kém,1
10912,sản phẩm quá kém chất lượng treo đầu dê bán thịt chó miếng mũ phóng đại chứ k phải bằng kính nhìn muốn đuôi con mắt lừa đảo,1
10913,son chất đẹp lên màu chuẩn mua của cỏ nh lần r,0
10914,vừa hết bảo hành là hư tiki nên kiểm tra kĩ nguồn hàng,1
10915,rất ngon luôn chỉ lâu lâu hơi bị mặn quá,0
10916,đóng gói sản phẩm rất kém hộp đã bị vỡ,1
10917,đóng gói rất cẩn thận tuy nhiên thì sản phẩm được gửi đến không đúng với hình ảnh combo sách trên tiki sách tự luyện ngữ pháp của kim mạnh tuấn thay bằng sách ngữ pháp căn bản của the windy không có sổ tay thực hành,1
10918,rất đáng tiền nhưng giao hàng lâu quá,0
10919,shop tư vấn rất nhiệt tình thơi gian giao hàng cực kì nhanh chất lượng sản phẩm tuyệt vời,0
10920,áo đẹp như hình sẽ ủng hộ shop,0
10921,chốt đồng hồ k mở được mở được k cài được,1
10922,sản phẩm ok nhưng mà shop gửi thiếu hàng mình mua món lận nhưng cũng đã chuyển khoản lại tiền cho mình rồi mọi ngươi nên mua vì giá tôt chất liệu đẹp,0
10924,mở hộp ra đầu tiên là thấy thơm nè ăn sợi chà bông mềm vừa không quá khô nêm vừa miệng nè nói chung là ngon mình ăn hết lại ủng hộ shop,0
10925,tin tưởng shop mà shop làm ăn thế này đây hộp bong tróc loang lỗ như bị dính nuớc shop cố tìh gửi cho khách hàng chứ không phải do vận chuyển nt phản hồi shop k thèm trả lời,1
10926,voucher như mô tả hài lòng,0
10927,sản phẩm về dùng bị lỗi,1
10928,gói hàng quá cẩu thả,1
10929,thời gian giao hàng rất nhanh rất đáng tiền shop giao hàng max nhanh luôn tối đặt trưa hôm sau có luôn,0
10930,dưỡng tốt sáng dậy môi cực kì căng mịn môi mình thông thường rất khô và dễ bong da nên có thói quen hay gỡ da môi từ lúc xài dưỡng đi ngủ và xài son airy ink bên shop môi chẳng còn khô luôn căng hồng rõ luôn ấy làm muốn gỡ da môi cũng không có mà gỡ haha,0
10931,chat với shop hỏi mua đèn kẹp và đế nhưng giao chỉ có thân đèn và đế không có kẹp đã vậy còn chuyển muộn,1
10932,giao hàng không đúng sản phẩm,1
10933,không nhận được hàng đặt ngày không đến shop kiểm tra lại,1
10935,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền rất rất là lo lắng khi mua hàng trên mạng nhất là đồ ăn tuy nhiên shop đã giúp mình thêm lòng tin rồi,0
10936,rất không đáng tiền rất tệ,1
10937,ok đóng gói đẹp chất lượng ok,0
10938,sp không còn dùng đc khô hết,1
10939,san pham không dung voi don dat hang buồn,1
10940,ban qa nho mơi sư dug ma bi nưt rôi,1
10941,làm ăn mất uy tín với khách hàng bên ngoài có ghi tặng kèm tỳ hưu nhưng bên trong lại không có không có sự tôn trọng khách hàng xem lại thái độ phục vụ,1
10942,đóng hàng thiếu mất cái áo của con mình shop ơi,1
10943,mình mới nhận được sách chất lượng in rất tốt rõ nét mới viết đến cuối trang mực phía trên đã bay sạch sẽ như mới rùi shop đóng gói cẩn thận đầy đủ kỳ này lại có thêm hứng để luyện chữ hán rùi cám ơn shop sẽ tiếp tục ủng hộ shop,0
10944,cường lực tốt giá rẻ,0
10947,ruột ọp ẹp dây cắm điện k chắc chắn hâm nóng khá lâu,1
10948,thời gian giao hàng rất nhanh rất đáng tiền shop phục vụ rất tốt đóng gói sản phẩm rất đẹp và chắc chắn tóm lại chất lượng sản phẩm tuyệt vời,0
10949,gói có gói còn k có mặt nạ toàn chất dịch không à,1
10950,mua carbon gửi vân da,1
10951,chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh hàng tặng là mặt nạ nội địa trung quốc màu đen xài không tốt rất hôi tưởng loại màu xanh ai ngờ dù sao cũng cho vì giao sớm loại son này xài qua rồi mua thêm thôi,0
10952,hàng quá đẹp so với giá,0
10953,chất lượng sản phẩm tốt rất đáng tiền thời gian giao hàng rất nhanh,0
10954,chất lượng kém không dùng được là sao vậy shop cắm cáp vào quả pin dự phòng có dung lượng ma dòng ra a mà đầu wifi ghi v a nó chỉ nháy cái xong tắt chịu đấy quả pin thì vừa sạc đầy,1
10955,chập chờn khi cắm xạc lúc sau mới xạc ổn định dc rất khó chịu,1
10956,đóng gói sản phẩm rất đẹp và chắc chắn giao hàng nhanh giá rẻ lần sau có events thì mua tiếp,0
10957,nồi đun nhanh giá rẻ mà chất lượng dc,0
10958,c j đã chập chờn lúc chạy lúc k,1
10959,đặt cuối tuần nên giao hơi lâu nhưng bù lại chất lượng ok rất đáng tiền,0
10960,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc shop phục vụ rất tốt thời gian giao hàng nhanh tuy nhiên mình không được nhận thiệp như mọi người nên hơi buồn tý,0
10961,chất lượng sản phẩm tuyệt gói sản phẩm rất đẹp và chắc chắn mỗi tội a shiper lm méo hộp,0
10962,chất liệu giấy không dc xịn cho lắm nội dung viết theo cách mới rất dễ tiếp cận đối với những bạn đã vô tình ghét sử việt,1
10963,chất lượng sản phẩm tuyệt vời son lên màu rất đẹp,0
10964,đóng gói sản phẩm rất đẹp và chắc chắn nhưng thời gian giao hàng nâu cho sao,0
10965,đơn hàng từ ngày đến mới nhận được hàng mặc dù mình đã chọn từ ngày làm trễ công việc của mình không hài lòng về dịch vụ sp mua về kg biết phải làm sao vì mình mua để gửi đi,1
10967,chất lượng sản phẩm rất kém chất lượng sản phẩm rất kém giao không đung san pham nt thi không tra loi noi chug la shop nay lam an không ui tinh,1
10968,mình đã dùng sản phẩm của quaker oats từ năm nay do brand vẫn chưa về việt nam nên toàn phải mua hàng từ các nhà cung cấp không chính thức nên lần nào cũng có một chút lo lắng tuy nhiên lần này là lần tệ nhất từ trước đến giờ nếu bạn nào thường xuyên mua cả thùng yến mạch kg thì sẽ biết nó được đóng gói như thế nào xem hình bên dưới các bạn có thể thấy sản phẩm không còn nguyên niêm phong lớp băng keo dán lại cẩu thả mình không cần biết đây có phải thực sự là yến mạch quaker oats hay không chỉ cần việc giao một sản phẩm như thế này cho khách là không thể nào chấp nhận được,1
10969,thời gian giao hàng rất chậm chờ phải hơn tuần ns có hàng,1
10970,nắp khay không khít bị hở nhiều nên không đựng được đồ ăn dặm chỉ thích hợp làm đá,1
10971,hàng giả check in k dc chất kem quến cục lại cho minh trả hàng lại nhe shop,1
10972,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh mặc dù chưa sử dụng sản phẩm không biết có hợp da mặt không nhưng cảm thấy tương đối hài lòng sẽ tiếp tục ủng hộ shop,0
10973,kính mờ gây mỏi mắt,1
10974,sản phẩm tốt giá cả phải chăng,0
10975,không nhận được hàng dù đã đặt lại,1
10976,đã hư sau ngày sử dụng,1
10977,chất lượng sản phẩm tuyệt vời dép mềm êm chân,0
10978,bị xước một chấm đen trong miếng kính với miếng giấy một không ướt,1
10979,moi mua ma bi gay phai doi lai chu,1
10980,chất lượng sản phẩm quá tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn,0
10981,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm hơi đơn giản,0
10982,quá tệ chưa gì đã đen,1
10983,hàng oke nhưng phí ship quá cao,0
10984,bỉm toàn làm ướt quần thôi cu nhà m tè dc bãi ướt hết,1
10985,vẫn như mọi khi chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn,0
10986,nhận sp bị móp méo lần thứ hai liên tiếp trong tháng mua hàng phải trả lại,1
10987,ở ngoài đẹp hơn trong hình rất đáng tiền thời gian giao hàng rất nhanh,0
10988,đẩy giá lên cao để giảm mạnh thất vọng về cách bán hàng kiểu này sao không nói giá thật rồi giảm ít thôi,1
10989,viết rất tốt viết êm mực ra đều và đẹp,0
10990,phao chất đẹp mềm nói chung là ưng ạ,0
10991,nói chung là rắc rối lắm,1
10992,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh rất ưng và đã mua lần thứ,0
10993,ghi chú giao hsd còn xa mà giao chai hsd còn có tháng ngày,1
10994,hàng khác hoàn toàn với hình ảnh,1
10995,hàng giống hình với vừa lắm cảm ơn shop nha,0
10996,gói hàng kĩ lưỡng chất lượng sp tốt tư vấn khách hàng tốt shop k thể chê vào đâu được í,0
10997,hàng ok mà đặt cái ốp cái cáp giao lộn mất cái thích nhất nhưng giá trị không bao nhiêu nói chung tốt giao hàng nhanh giao h tối,0
10999,mua online nhưng rất tuyệt vời mặt m cho nữ đeo rất vừa vặn tks shop nhiều,0
11000,đồ đẹp lại còn được tặng quà cảm ơn shop,0
11002,shop phục vụ tốt chưa test xong mới đc sản phẩm nhưng thấy ổn,0
11003,sp mới nhìn rất đẹp và hài lòng nhưng mới qua sáng hôm sau đã đứng không chạy dòng chữ trên mặt chưa gì đã rớt keo chốt vặn điều chỉnh kim thì rất khó vặn giao hàng thì hơi chậm so vs lazada nói chung giờ nó đã nằm xó chờ đem đi sửa và là hơi thất vọng,1
11004,hàng gãy vụn chất lượng không ngon,1
11005,không đúng loại hàng khi đặt cộng miếng shop có báo đã hết hàng và đề nghị đổi sang loại không cộng miếng nếu hết hàng đề nghị shop đưa sản phầm vào phần hàng đã bán hết,1
11007,đóng gói sản phẩm rách thời gian giao hàng rất nhanh,0
11008,da mình cực khô đắp lần đã mềm cảm giác rất dễ chịu mặt nạ cực mỏng ôm sát và rất dễ gỡ,0
11009,shop phục vụ cực kỳ tốt chọn màu theo yêu cầu khách hàng đóng gói cẩn thận sản phẩm chất lượng phù hợp giá tiền cho shop điểm,0
11010,sản phẩm đúng size đúng màu ổn,0
11011,tư vấn nhiệt tình và hết mình,0
11012,giao hàng nhanh nhưng sản phẩm không phải màu đen,1
11013,nội dung lôi cuốn nhưng sách in trùng trang và bị mất đoạn,1
11014,máy rung rất cáo chuẩn k cần chỉnh,0
11015,quảng cáo thi có kim dạ quang mà mua vê thi k có tối k xem đuoc giờ đeo thời gian thì chạy nhanh hơn h so voi thời gian thực,1
11016,đóng gói sản phẩm rất đẹp và chắc chắn xài ok phím nhậy nhưng k biết đc lâu k,0
11017,mua đôi đều đẹp và chắc chắn sẽ ủng hộ shop dài dài,0
11018,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn ủn mông cho shop dai dài,0
11019,dặt ga giao ga shop làm ăn lừa đảo quá k coi như cúng thý nói bù cho ngta mà im re làm ăn kiểu này đóng cửa shop sớm ăn gian kiểu này giàu k nổi đâu shop,1
11021,nghe gọi bị rè hay mất sóng,1
11022,chất lượng sản phẩm tốt thời gian giao hàng rất nhanh rất đáng tiền đóng gói sản phẩm rất đẹp và chắc chắn,0
11023,giao hàng nhanh chất lượng phù hợp với mức giá,0
11024,đóng gói sản phẩm rất đẹp và chắc chắn sp giống hình chụp,0
11025,thời gian giao hàng chậm thời gian giao hàng chậm thời gian giao hàng chậm,1
11026,hàng chất đẹp bé m mang đi rất em chân thanks shop nhiều,0
11027,ngon ngon rất vừa miệng,0
11028,sản phẩm khiến mình thất vọng mùi khá hắc da cũng vẫn bị nhờn,1
11029,sp tốt đóng gói chắc chắn,0
11030,chất lượng sản phẩm tạm được nhưng thái độ phục vụ của shop chưa được,1
11031,bin dùng yếu quá ak cắt được một lần là hết bin sao chưa hết cái đầu ấy ạ,1
11032,hàng k đúng với mô tả vì mô tả kích thước mặt m t mới mua mà khi giao đến m,1
11033,treo đầu dê bán thịt chó k nên mua,1
11034,sp mít sấy mềm dai nhách nt trao đổi shop nó im luôn buôn bán phải có tâm nhé đồ lừa đảo còn trái cây thập cẩm bị bể vụn thì nát bét vụn nhỏ xíu có mà lấy muỗng múc ăn kg mít sấy nguyên chắc vứt bỏ moi người đừng nên mua sản phẩm của shop này vừa mất tiền vừa bực mình,1
11035,chất lượng sản phẩm ok nhé hàng y hình shop uy tín tiếp tục ủng hộ shop thank shop,0
11036,thời gian giao hàng rất nhanh đặt hôm trước hôm sau nhận đc luôn mẫu mã hình thức và đèn led ok có một lỗi nhỏ là có phím bị đơ led khi bật nháy thì lút đó k nháy mà chỉ đứng yên khi tắt led đi thì lút đó lại vẫn sáng đèn lút đó cũng mờ ngoài ra toàn bộ ok chúc shop làm ăn phát đạt,0
11037,chất lượng sản phẩm tuyệt vời shop huong dan su dung va cham soc khach hang rat tot,0
11038,chất lượng sản phẩm rất kém shop phục vụ rất kém thời gian giao hàng rất chậm khi dễ khách hàng nt không tl oder mà ngày mới có đã vậy k có hướng dẫn sử dụng đm bán như,1
11039,giấy dày cứng cáp tiếp nhận đơn hàng và đưa cho bên vận chuyển cực nhanh sẽ tiếp tục ủng hộ shop,0
11040,chất lượng sản phẩm tuyệt vời m mau rất nhièu lần cảu shop rồi shop phục vụ rôt tốt hài lòng ❤️,0
11041,gửi nhầm hàng chon giầy có đèn nhưng gửi k đèn,1
11042,chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt shop phục vụ rất tốt shop rất chu đáo,0
11043,đầu outa và outa bị lỏng,1
11044,đồng hồ đẹp nhưng sao không có cái vòng tay vậy shop,0
11045,thời gian giao hàng rất nhanh hôm trc mua màu a kiểu màu hơi đất nên nay mua a packaging vẫn rất đẹp màu son hơi thiên hồng tươi bánh bèo hơn a màu ảnh đăng lên bị giảm chất lượng nên tối hơn ở ngoài,0
11047,định lên nhận xét mà cứ quên hoài bữa ni rảnh nên lên cóm mèn bình của mình mua về chưa được tháng lớp sơn bên ngoài đã bong tróc nham nhở nhìn rất mất thẩm mỹ và cũng e ngại về chất lượng của bình bình thường rất tin tưởng vào chất lượng của l l nhưng lần này thất vọng cực kỳ luôn,1
11048,mình mua đôi nhưng đóng gói sp rất kém sử dụng dịch vụ giao nhanh h nhưng không có tác dụng gì,1
11049,chất lượng sản phẩm rất kém hàng em lấy cái kính cái đồng hồ,1
11050,chất lượng sản phẩm kém đóng gói sản phẩm kém shop phục vụ kém không đáng tiền,1
11051,đã nhận được hàng gói hàng quá chắc chắn thích điều đó,0
11053,không thích cho lắm hàng nó bị một miếng gì đo ấy,1
11054,sản phẩm khác hoàn toàn với mẫu quảng cáo đây có được gọi là lừa đảo không shop như thế này sẽ làm mất uy tín của,1
11055,wa bé và mức nhiệt k toả đều,1
11056,mjk đã mua nhiều sp ở shop rồi lầm này mua rất thất vọng sản phẩm đã bị mở ra và sử dụng rồi shop không kiểm tra trước khi gửi hoặc cố tình gửi nói chung là thất vọng,1
11057,shop quá tuyệt vời giày quá đẹp đóng gói sản phẩm rất đẹp và chắc chắn,0
11058,mẫu mã đẹp xay khá êm hi vọng bền,0
11059,đặt giao sao mang lần sau shop nhớ lưu ý chút,1
11060,chất lượng sản phẩm quá kém treo đầu dê bán thịt chó,1
11061,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền ok,0
11062,thời gian giao hàng rất nhanh moi dung thây hoi châp chờn kết nôi hoi kem,0
11063,mình order size khi giao thì bị xé như vầy không có cách nào kiểm tra được vì theo size us uk hay theo cm đều không chắc chắn vì mỗi cái quy đổi khác nhau hỏi shop thì shop trả lời rất chậm dù bảo sẽ đổi cho mình size lớn hơn nếu mang chật mà mất tuần vẫn không đưa được cái địa chỉ,1
11064,bỉm không giống bỉm mình đã từng dùng,1
11065,mình dùng a rửa tay nhiều cũng từng tắm mà không thấy vấn đề gì nhưng nghĩ là cũng không nên cố tình nhúng nó vào nước của rẻ không nên ham hố nói chung là chỉ dùng để báo thông tin từ điện thoại là chính nhất là lúc chạy xe máy nên cứ về nhà là tháo vứt ra và tắt bluetoth đt mấy cái theo dõi giấc ngủ thấy tào lao lắm ngủ thì tháo hết ra cho khỏi vướng víu mới ngủ ngon được chứ,1
11066,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh sẽ ủng hộ shop tiếp à,0
11067,đóng gói đẹp tốt cọ đẹp tuyệt vời ông mặt trời yêu lắm,0
11068,mùi thơm dùng thích lắm ạ,0
11069,san pham co dc bao hanh không nếu dc thi liên he bang cách nao,0
11071,shop rất nhiệt tình và giao hàng nhanh cũng nhanh nữa em thích lắm đóng gói sản phẩm rất đẹp và chắc chắn,0
11072,đổi mẫu k ý kiến j đã nt check kỹ như thế mà mỗi lần nhắn đợi đến cả ngày mới đc rep lại đặt quả dâu thì giao con cú,1
11073,cái tên nằm với cô rất hay bìa sách màu tím và màu xanh dương khá ổn cho ta cảm giác một nỗi buồn mang mác rồi nhưng nội dung thì hơi lang mang giọng văn như tác giả tự nhận xét về mình tự nhận thấy mình viết còn dở nếu không muốn nói là mua sách cảm thấy mình như rơi vào cái bẫy của đa số sách mới hiện nay cái tên thì rất kêu rất hay nhưng nội dung chẳng có gì đọc cảm thấy rất buồn và mất mất một chút niềm tin vào sách mong rằng sẽ có nhiều tác phẩm khác hay hơn của tác giả,1
11074,khăn rất mịn shop phục vụ rất tốt rất đáng tiền,0
11075,chưa dùng nên chưa bỏ vào ngăn mát tủ lạnh sao khăn vẫn khô rang,0
11076,vừa và đẹp lắm ạ,0
11078,đóng gói sản phẩm đẹp và chắc chắn thời gian giao hàng rất nhanh ❤️,0
11079,mua về phắp k sáng phí tiền,1
11080,sản phẩm đóng gói thì tốt nhưng chất lượng thì quá kém tiền nào của ý rất là không hài lòng với sản phẩm của tiki tã rất mỏng không phải hàng chính hãng mất niềm tin khi mua sản phẩm,1
11081,chất lượng sản phẩm ngày sử dụng thì thấy lúc xài dc lúc không lúc phun lúc không phun không hiểu lí do tại sao,1
11082,giao hàng hơi lâu chút nhưng may quá là gửi đúng hàng m cần sai màu cái nhỏ thôi mặc dù m đã ghi là giao đúng màu giúp em vì nó nhỏ nhưng cũng nên báo m nếu k còn hàng ấy ốp với xinh lắm nhé,0
11083,giày bé hơn bthg size,0
11084,đồng hồ đẹp sắc nét chi tiết vát d kim cương khá hiện đại đóng gói hàng cẩn thận quá,0
11085,đóng gói sản phẩm rất đẹp và chắc chắn chất lượng thì xài mới pit nhé,0
11086,vừa mới xài xong mong là mình hợp với bộ dưỡng này nói chung các sản phẩm đánh lên cũng ok lắm chủ sh tư vấn nhiệt tình lắm ý chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt,0
11087,với giá tiền thì ok nhưng chắc đồ để lâu rùi háo mấy cái kim loại bị ham hết rùi,0
11088,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đồ cực kì cute không chê dc,0
11089,đóng gói sản phẩm rất đẹp và chắc chắn chất lượng thì dùng mới biết,0
11090,chất lượng sản phẩm tuyệt vời chè rất đặc sẽ ủng hộ shop thêm,0
11091,hàng chưa xài đến mà bị hư hàng bị lờn hk gắn vào đc haiz hàng kém chật lượng,1
11092,đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh,0
11093,chất lượng sản phẩm tuyệt vời không biết nói gì hơn vì sản phẩm quá tốt dùng êm mỗi tội led nhìn hơi dị sw xanh clicky này chơi hơi bị phê nhé,0
11094,ý hình đẹp mới mua về hơi hôi mùi caosu nhưng sau lại bớt mùi đi đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh,0
11096,chất lượng sản phẩm rất kém rất không đáng tiền mơj mag thư đã rách,1
11097,miếng dán để lại lớp dính dính trên bụng tôi khi dân cũng không thấy nóng lên hay dấu hiệu gì là đốt mỡ cả,1
11098,đẹp và độc in vừa là mtb vừa là laptop học tập hay giải trí công việc đều ok thiết kế đẹp lạ khác biệt hi vọng sẽ thành công vang dội nhưng hơi buồn mảng smartphone,0
11100,không có pin chạy viên pin hơi dở đóng gói sản phẩm rất đẹp và chắc chắn,0
11102,mũ xinh không có quai nhé,0
11103,thiếu con ốc nhưng xe đepj như hình chất lượng sản phẩm tuyệt vời,0
11104,đồng hồ hong chạy đc,1
11105,dành cho ai chưa mua nhé đẹp lắm luôn lần thứ mua giày của shop vẫn hài lòng sẽ ủng hộ tiếp,0
11106,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đc tặng cái yếm xinh nữa cảm ơn shop nè thời gian giao hàng rất nhanh,0
11107,với cái giá thế này bỏ triệu mua máy chiếu của sony thì nét căng không hề nhạt chút nào,1
11108,gửi hàng về không có hạt giống yêu cầu shop xem lại,1
11109,bôi lên da sau đêm dậy da mịn hơn chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền,0
11110,tôi đã đổi mà chưa thấy chuyển hàng lại đề nghị tiki xem đang mắc ở khâu nào việc đổi hàng như thế là quá chậm đề nghị sớm có trả lời để khách hàng yên tâm xin cảm ơn,1
11111,đây là quyển sách có chất lượng in kém nhất từ trước đến giờ mà mình nhận của tiki in bị lem từ mặt này sang mặt kia làm sách đọc rất nhức mắt,1
11112,bột mịn hửi thì có mùi thơm nhưng khi dùng thì không đậm mùi đậu nành bao bì in mờ nhạt,1
11113,không đủ tờ như bao bì quảng cáo chắc được khoảng tờ thôi không mềm lắm nhưng cũng dùng được,1
11114,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp sang pham gât tôt đóng gói sản phẩm rất đẹp và chắc chắn,0
11115,giày đẹp và chất lượng ạ sẽ ủng hộ lần sau,0
11116,nhìn như đồng hồ cũ chẳng có tí gì tinh tế và sang trọng cả,1
11117,cái gì cũg hoàn hảo,0
11118,nói chung rất hài lòng,0
11119,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt sản phẩm quá đẹp luôn thích lắm luôn đúng là hàng hiệu quá chất luôn chị em mua sắm đồng hồ yên tâm mua ở đây nha,0
11120,chân đế rất chắc chắn và đẹp chỉ là chiều rộng tối đa chỉ được cm chứ không tới cm như mô tả,0
11121,sim rất ok như nói trên,0
11122,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh chủ shop rất là tuyệt ch rất nhiệt rất là ưng cái bụg lắm lun àk ngen,0
11123,chất đẹp hơn trong ảnh rất đáng tiền,0
11124,nho hạt to như hình in trên hộp ăn rất ngon đóng gói sản phẩm cẩn thận,0
11125,so với giá thành tương đối phù hợp gói hàng đẹp,0
11126,màu cực xinh bền màu thời gian giao hàng rất nhanh,0
11127,chất lượng sản phẩm tuyệt vời nhưng giầy size nhỏ m size mua vậy mà còn hơi ôm chân,0
11129,đóng gói sản phẩm rất kém shop phục vụ rất kém đổ hết cả nước có chưa dến k sp đi trả hàng à,1
11130,auth ❤️ son quét mã được,0
11131,hàng tạm ổn so với giá tiền đã bỏ ra đóng gói rất chắn chắn và giao hàng cũng rất nhanh,0
11132,đồng ý là tiền nào của đó nhưng rõ ràng túi trong hình không phải là túi mà bên shop ship qua mình tất cả chi tiết đều đầy đủ nhưng size nhỏ hơn rất nhiều đáng tiền nhưng buôn bán k trung thực,1
11135,sao cúi bắp vậy không nhìn thấy mặt người vay,1
11137,giao nhanh sử dụng tốt đủ gb tháng tôc truy nhập vừa phải giá hợp lý,0
11138,đóng gói cẩn thận hàng nhận dc rất ưng ý,0
11139,cần lời giải thích ví sao lại gửi giày fake giày không giống hình,1
11140,hàng ok đẹp lắm bạn nhak chất lượng sản phẩm tuyệt vời,0
11141,giao hàng nhanh sim chuẩn có thắc mắc shop phản hồi nhanh rất hài lòng và sẽ ủng hộ tiếp,0
11142,máy xay rất mịn và nhuyễn mình rất hài lòng về thái độ phục vụ của shop sẽ ủng hộ dài dài,0
11143,chất lượng sản phẩm tuyệt vời rất thich cảm ơn sho,0
11144,sản phâm ngon tôi rất thích tiếp tục sẽ ủng hộ,0
11145,áo quá rộng so với size bé mình gần kg mặc size vẫn chưa vừa,0
11146,lại mất thêm một lượng khách hàng rồi,1
11148,nên quán triệt lại tư tưởng từ quy hoạch xây dựng cho đến việc phát triển bền vững pos môi sinh gìn giữ văn cốt lõi của thủ đô vì hà nội là thủ đô là bộ mặt của cả nước pos,1
11149,giầy không phải bằng da thật mùi da pu rất nồng không dán số size khi mang rộng rất nhiều,1
11150,shop làm ăn gì mà kỹ lưỡng quá chời trong note ghi sao là giao hàng y chang vậy không sai tẹo nào khâu cs không rất là ok luôn chu đáo kèm nhiệt tình chất lượng sản phẩm ngon lắm luôn nhìn sạch sẽ và đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh rất đáng tiền,0
11151,phần mô tà sản phẩm g sản xuất tại nhật hàng nhận được là g sx tại hàn,1
11152,god cho sp sao còn độ bền thì th gian mới biết m ng lưu ý đây là xà gắn tường nhờ lực ma sát và lực ép nên m ng lên youtube xem kỹ hướng dẫn cách lắp theo chiều tay tập để đảm bảo an toàn nhá,0
11153,shop phục vụ rất tốt đúng ram mình yêu cầu,0
11154,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn bánh giòn ngon date mới ưng nhất vẫn là khâu gói hàng cẩn thận kĩ càng bánh không bể nát tks sh nhiều,0
11156,chất lượng sách quá kém so với cái giá đ giấy mỏng màu như sách cũ thiếu thông tin về kích thước sách,1
11157,sạc chưa dùng dc mấy ngày đã hỏng là sao shop ơi,1
11158,lần đầu tiên thì giao đúng mẫu lần thì cố tình gửi sai mẫu vì đặt đôi giống nhau kbh có chuyện gửi nhầm đôi đc quá thất vọng,1
11159,đóng gói ok chưa sài thử k biết ntn,0
11160,đã dùng máy vắt cam của philips hơn năm nhưng lần này mua máy vắt cam của tiki thì tệ máy yếu dây cắm điện thì rất ngắn tiki xem lại sp này,1
11161,tranh đẹp lắm b ah,0
11162,chất lượng sản phẩm tuyệt vời thanks shop đã lên deal,0
11163,đóng gói sản phẩm rất đẹp và chắc chắn amway thì khỏi cần bàn thêm tuyệt,0
11164,chất lượng sản phẩm tuyệt vời giao hàng rất đáng tiền,0
11165,chăn ủ mỏng đóng gói sản phẩm rất đẹp và chắc chắn,0
11166,đóng gói sản phẩm rất đẹp và chắc chắn lúc đầu sản phẩm hơi khó dùng chưa nhận lúc sau thì mới sử dụng dc,0
11167,sản phẩm bị vô nước khi tắm,1
11168,túi dài nhưng hơi mỏng giá vậy là ok rồi,0
11169,chat shop lâu rep tin nhắn nhưng bù lại ốp rất đẹp và xinh nên cho luôn sao đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền chất lượng sản phẩm tuyệt vời,0
11170,chất lượng sản phẩm rất kém yêu cầu đổi hàng,1
11171,giao nhầm hàng đặt ủ kén carter nhưng lại giao cái chăn,1
11172,nhỏ hơn m nghĩ hi,0
11173,minh thay giay ok dep mog la lan sao sp nao cug dep nhu vay,0
11174,hàng bị lỗi da bong muốn trả hàng chỉ muốn đổi đôi khác chat xong shop cho đổi vì vậy mình mới xác nhận đã nhận được hàng ai ngờ hôm sau tới địa chỉ đổi thì người ta nói là người nhà kinh doanh nếu gửi hàng thì họ nhận dùm còn đổi hàng thì họ không cho shop thì không liên lạc được,0
